,locationName,categories,locationAddress,locationCity,locationState,locationZip,locationPhone,openTime,Years In Business
2484,B.GOOD,"['Restaurants', 'American Restaurants']",55 Needham St,Newton Highlands,MA,02461,(617) 467-4143,11:00 am - 9:00 pm,16
2485,Great Wok,"['Restaurants', 'Asian Restaurants', 'Chinese Restaurants']",1181 Massachusetts Ave,Arlington,MA,02476,(781) 648-8998,5:00 pm - 9:30 pm,20
2486,Be Good Burger,"['Restaurants', 'Hamburgers & Hot Dogs', 'American Restaurants']",71 Needham St,Newton Highlands,MA,02461,(617) 467-4143,11:00 am - 9:00 pm,
2487,La Famiglia,"['Restaurants', 'Italian Restaurants', 'Pizza']",1215 Massachusetts Ave,Arlington,MA,02476,(781) 859-5694,,4
2488,Rancho Los Primos Restaurant,"['Restaurants', 'Family Style Restaurants', 'Mexican Restaurants']",619 Broadway,Everett,MA,02149,(617) 381-7575,8:00 am - 10:00 pm,5
2489,Noodles & Company,"['Restaurants', 'Asian Restaurants']",640 Fellsway,Medford,MA,02155,(617) 420-0021,,
2490,Uno Chicago Grill,"['Restaurants', 'Italian Restaurants', 'Pizza']",99 Charles St,Malden,MA,02148,(781) 322-3399,,
2491,Dim Sum Cafe,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",679 Fellsway W,Medford,MA,02155,(781) 396-2888,11:30 am - 11:30 pm,8
2492,Sono Asian Cuisine,"['Restaurants', 'Japanese Restaurants', 'Asian Restaurants']",471 Summer St,Arlington,MA,02474,(781) 648-8866,11:30 am - 10:00 pm,7
2493,Home Taste,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",1312 Massachusetts Ave,Arlington,MA,02476,(781) 646-8080,11:15 am - 10:00 pm,
2494,Chen Pao Inc,"['Restaurants', 'Family Style Restaurants']",204 Ferry St,Everett,MA,02149,(617) 387-2800,,
2495,Ibasaw Seafood Buffet Sushi Shabu,"['Restaurants', 'Buffet Restaurants', 'Seafood Restaurants']",95 Middlesex St,Malden,MA,02148,(781) 338-0810,11:30 am - 12:00 am,4
2496,I Chef,"['Restaurants', 'Italian Restaurants', 'Pizza']",1345 Massachusetts Ave,Arlington,MA,02476,(781) 483-3456,11:00 am - 9:30 pm,
2497,Fali Inc,"['Restaurants', 'Chinese Restaurants']",290 Main St,Malden,MA,02148,(781) 480-3671,,4
2498,Sichuan Taste,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",290 Main St,Malden,MA,02148,(781) 480-3671,11:30 am - 12:00 am,
2499,Lemon Grass Thai Cuisine,"['Restaurants', 'Thai Restaurants', 'American Restaurants']",1349 Massachusetts Ave,Arlington,MA,02476,(781) 862-3530,11:30 am - 9:30 pm,
2500,Jade Garden Restaurant,"['Restaurants', 'Asian Restaurants', 'Chinese Restaurants']",1360 Massachusetts Ave,Arlington,MA,02476,(781) 648-8882,11:30 am - 9:45 pm,
2501,Pasta Market Cafe,"['Restaurants', 'Italian Restaurants']",237 Ferry St,Everett,MA,02149,(781) 397-0555,,
2502,Secret Place Restaurant,"['Restaurants', 'Family Style Restaurants']",700 Broadway,Everett,MA,02149,(617) 389-3300,,
2503,District Kitchen,"['Restaurants', 'Chinese Restaurants', 'Chinese Grocery Stores']",2 Florence St,Malden,MA,02148,(781) 480-3113,,4
2504,Asia Wok,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",573 Main St,Waltham,MA,02452,(781) 647-1675,11:30 am - 11:30 pm,
2505,Gt Restaurants,"['Restaurants', 'Family Style Restaurants']",215 Ferry St,Malden,MA,02148,(781) 480-3750,,
2506,Classic Pizza,"['Restaurants', 'Pizza', 'Italian Restaurants']",199 Ferry St,Malden,MA,02148,(781) 324-9414,11:00 am - 10:00 pm,26
2507,Jade 3 Restaurant,"['Restaurants', 'Asian Restaurants', 'Chinese Restaurants']",338 Ferry St,Everett,MA,02149,(617) 944-9198,11:00 am - 9:30 pm,8
2508,Hua Xia Chinese Restaurant,"['Restaurants', 'Chinese Restaurants', 'Family Style Restaurants']",354 Ferry St,Everett,MA,02149,(617) 387-9638,12:00 pm - 11:30 pm,18
2509,Peking Gourmet,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",375 Main St,Malden,MA,02148,(781) 388-3338,,9
2510,The Great Chow,"['Restaurants', 'Chinese Restaurants']",114 Ferry St,Malden,MA,02148,(781) 388-9188,11:30 am - 10:00 pm,
2511,Two Paisan's Pizzeria,"['Restaurants', 'Pizza', 'American Restaurants']",390 Main St,Malden,MA,02148,(781) 322-5545,11:00 am - 11:00 pm,
2512,Yong Yong Chinese Restaurant,"['Restaurants', 'Chinese Restaurants', 'Family Style Restaurants']",108 Ferry St,Malden,MA,02148,(781) 322-8886,9:00 am - 1:00 pm,
2513,Ruby Thai Kitchen,"['Restaurants', 'Thai Restaurants', 'Asian Restaurants']",1201 Broadway,Saugus,MA,01906,(781) 233-3888,,6
2514,San Soo Kap Sa Sushi,"['Restaurants', 'Sushi Bars', 'Japanese Grocery Stores']",3 Old Concord Rd,Burlington,MA,01803,(781) 270-6200,9:30 am - 8:30 pm,3
2515,Tony's Place,"['Restaurants', 'Pizza', 'Italian Restaurants']",188 Baker St,West Roxbury,MA,02132,(617) 323-3550,11:00 am - 10:00 pm,13
2516,Line Steak & Brew,"['Restaurants', 'Steak Houses', 'Barbecue Restaurants']",10 Woodlawn Ave,Everett,MA,02149,(617) 389-7706,12:00 pm - 1:00 pm,27
2517,Rancho Las Pupusas,"['Restaurants', 'American Restaurants', 'Mexican Restaurants']",36 2nd St,Chelsea,MA,02150,(617) 884-1893,9:00 am - 11:00 pm,15
2518,Wow Barbecue,"['Restaurants', 'Barbecue Restaurants']",184 Salem St,Malden,MA,02148,(781) 605-2766,5:00 pm - 10:00 pm,7
2519,Absolutely Asia,"['Restaurants', 'Asian Restaurants', 'Japanese Restaurants']",864 Main St,Waltham,MA,02451,(781) 891-1700,11:30 am - 9:30 pm,24
2520,Dragon Island,"['Restaurants', 'Chinese Restaurants']",688 Salem St,Malden,MA,02148,(781) 324-8880,,13
2521,Jacksons Kitchen,"['Restaurants', 'American Restaurants', 'Caterers']",50 Massachusetts Ave,Lexington,MA,02420,(781) 652-8844,10:00 am - 7:00 pm,9
2522,J C Kitchen,"['Restaurants', 'Chinese Restaurants', 'Caterers']",108 Oak St,Newton Upper Falls,MA,02464,(617) 558-2888,11:30 am - 9:30 pm,7
2523,Restaurant Concepts,"['Restaurants', 'Sushi Bars', 'American Restaurants']",369 Elliot St,Newton Upper Falls,MA,02464,(617) 969-6161,11:30 am - 10:00 pm,35
2524,Bollywood Cafe,"['Restaurants', 'Indian Restaurants', 'Caterers']",135 Massachusetts Ave,Lexington,MA,02420,(781) 274-8222,11:30 am - 10:00 pm,18
2525,Figo Pasta,"['Restaurants', 'Italian Restaurants']",18 Highland Ter,Needham Heights,MA,02494,(404) 586-9250,,
2526,Brelundi,"['Restaurants', 'Italian Restaurants', 'Mediterranean Restaurants']",185 Crescent St,Waltham,MA,02453,(781) 788-8807,7:00 am - 9:00 pm,
2527,Chef Mike's,"['Restaurants', 'Italian Restaurants']",73 Highland Ave,Needham Heights,MA,02494,(781) 675-2950,11:00 am - 4:00 pm,
2528,Royal Classic Italian Food,"['Restaurants', 'Italian Restaurants']",21 Albert Park,Everett,MA,02149,(781) 324-9414,,
2529,Taipei Gourmet,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",211 Massachusetts Ave,Lexington,MA,02420,(781) 541-6999,11:00 am - 9:30 pm,14
2530,Pho Hoa,"['Restaurants', 'Vietnamese Restaurants', 'Take Out Restaurants']",8 Pleasant Street Park,Malden,MA,02148,(781) 321-9955,10:00 am - 10:00 pm,15
2531,Mandarin Malden,"['Restaurants', 'Chinese Restaurants', 'Caterers']",74 Pleasant Street Park,Malden,MA,02148,(781) 324-1148,11:30 am - 10:00 pm,7
2532,Bling Entertainment,"['Restaurants', 'Seafood Restaurants']",6 Pleasant Street Park,Malden,MA,02148,(781) 480-3172,,
2533,J & R Restaurant & Bakery,"['Restaurants', 'Creole & Cajun Restaurants', 'Family Style Restaurants']",188 Salem St,Malden,MA,02148,(781) 397-7557,8:00 am - 10:00 pm,4
2534,Prospect Cafe,"['Restaurants', 'Coffee Shops', 'Italian Restaurants']",137 Prospect St,Waltham,MA,02453,(781) 899-2723,11:00 am - 11:00 pm,14
2535,Brothers Pizza & Restaurant,"['Restaurants', 'Pizza', 'Sandwich Shops']",201 Reservoir St,Needham Heights,MA,02494,(781) 444-5060,10:00 am - 9:00 pm,17
2536,Hakata Ramen & Sushi,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",895 Main St,Waltham,MA,02451,(781) 899-0126,11:30 am - 3:00 pm,
2537,True Taste Restaurants,"['Restaurants', 'Family Style Restaurants']",301 Reservoir St,Needham Heights,MA,02494,(781) 400-5097,,3
2538,LA Detente Restaurant & Bakery,"['Restaurants', 'Family Style Restaurants']",385 Salem St,Malden,MA,02148,(781) 321-4300,,2
2539,Jin's Sichuan House,"['Restaurants', 'Asian Restaurants', 'Chinese Restaurants']",922 Main St,Waltham,MA,02451,(781) 893-6663,11:00 am - 9:30 pm,
2540,Kakkoii,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",60 Broadway,Malden,MA,02148,(781) 605-2439,11:00 am - 8:30 pm,5
2541,Pho Deli,"['Restaurants', 'Vietnamese Restaurants', 'Delicatessens']",60 Broadway,Malden,MA,02148,(781) 480-3701,,
2542,Unseethaharuthai Phajonchai,"['Restaurants', 'Seafood Restaurants']",272 Quinobequin Rd,Waban,MA,02468,(617) 244-4948,,
2543,Crazy Good Kitchen,"['Restaurants', 'American Restaurants', 'Latin American Restaurants']",906 Eastern Ave,Malden,MA,02148,(781) 480-4729,,
2544,D'agostino's Deli,"['Restaurants', 'Delicatessens', 'Pizza']",11 Waterfield Rd,Winchester,MA,01890,(781) 729-7984,7:00 am - 9:00 pm,
2545,529 Comellas,"['Restaurants', 'Italian Restaurants', 'Pizza']",529 Main St,Winchester,MA,01890,(781) 756-6696,11:30 am - 9:00 pm,
2546,The Waterfield Kitchen,"['Restaurants', 'American Restaurants', 'Japanese Restaurants']",14 Thompson St,Winchester,MA,01890,(781) 729-0204,5:00 pm - 10:00 pm,3
2547,Fortune Corner,"['Restaurants', 'Chinese Restaurants', 'Take Out Restaurants']",688 Salem St,Malden,MA,02148,(781) 324-8880,11:00 am - 10:30 pm,10
2548,Restauro Group,"['Restaurants', 'Family Style Restaurants']",661 Highland Ave,Needham Heights,MA,02494,(781) 400-1366,,
2549,B & F Pizza,"['Restaurants', 'Pizza', 'Take Out Restaurants']",227 Lake St,Waltham,MA,02451,(781) 891-1020,11:00 am - 10:00 pm,47
2550,Grand Slam Restaurant,"['Restaurants', 'Thai Restaurants', 'Chinese Restaurants']",70 Market Place Dr,Waltham,MA,02451,(781) 894-0169,,
2551,Flank Steakhouse,"['Restaurants', 'Steak Houses']",74 Tower Rd,Waltham,MA,02451,(781) 893-5265,,
2552,Steel & Rye,"['Restaurants', 'American Restaurants', 'Seafood Restaurants']",95 Eliot St,Milton,MA,02186,(617) 690-2787,4:30 pm - 10:00 pm,8
2553,The Plate,"['Restaurants', 'American Restaurants', 'Coffee & Espresso Restaurants']",27 Central Ave,Milton,MA,02186,(617) 698-8900,8:00 am - 4:00 pm,8
2554,Jenks Center,"['Restaurants', 'Family Style Restaurants']",109 Skillings Rd,Winchester,MA,01890,(781) 721-0926,9:00 am - 4:00 pm,
2555,Serena Resturaunt,"['Restaurants', 'Family Style Restaurants', 'Italian Restaurants']",318 Lebanon St,Malden,MA,02148,(781) 324-3170,,
2556,Wharf Restaurant,"['Restaurants', 'American Restaurants', 'Seafood Restaurants']",88 Wharf St,Milton,MA,02186,(857) 598-4826,5:00 pm - 9:30 pm,
2557,Nwalp Phop Property Owner Loop Monitoring,"['Restaurants', 'Vietnamese Restaurants', 'Asian Restaurants']",200 5th Ave,Waltham,MA,02451,(781) 890-6347,,
2558,Flank,"['Restaurants', 'Seafood Restaurants']",1265 Main St,Waltham,MA,02451,(781) 893-5265,11:00 am - 12:00 am,4
2559,Not Your Average Joe's,"['Restaurants', 'American Restaurants', 'Caterers']",1265 Main St,Waltham,MA,02451,(781) 966-5637,11:00 am - 10:00 pm,
2560,Jin's Fine Asian Cuisine,"['Restaurants', 'Asian Restaurants', 'Caterers']",11 Washington St,Wellesley Hills,MA,02481,(781) 237-5888,11:30 am - 10:00 pm,9
2561,Comellas Restaurant H,"['Restaurants', 'Family Style Restaurants']",14 Mica Ln,Wellesley Hills,MA,02481,(781) 431-2111,,
2562,Gianni's Deli and Pizza,"['Restaurants', 'Pizza', 'Delicatessens']",853 Highland Ave,Needham Heights,MA,02494,(781) 453-1164,9:00 am - 9:00 pm,12
2563,Michaels Italian Grille,"['Restaurants', 'Italian Restaurants', 'Barbecue Restaurants']",477 Totten Pond Rd,Waltham,MA,02451,(781) 419-7300,4:30 pm - 9:30 pm,
2564,Bridge Street Deli Mart,"['Restaurants', 'Delicatessens', 'Sandwich Shops']",211 Bridge St,Dedham,MA,02026,(781) 320-0600,,
2565,Bistro,"['Restaurants', 'American Restaurants']",387 Winter St,Waltham,MA,02451,(781) 419-0900,"6:00 am - 10:00 am, 5:00 pm - 10:00 pm",
2566,Buccini's Mister Sub,"['Restaurants', 'Sandwich Shops', 'Delicatessens']",64 Billings St,Quincy,MA,02171,(617) 328-9764,10:00 am - 10:00 pm,12
2567,Open Rice Bistro,"['Restaurants', 'Family Style Restaurants']",68 Billings St,Quincy,MA,02171,(617) 328-4188,,
2568,Piccadilly Pub Restaurant,"['Restaurants', 'Family Style Restaurants', 'Taverns']",380 Winter St,Waltham,MA,02451,(781) 890-7373,,
2569,Cloud Nine,"['Restaurants', 'American Restaurants', 'Coffee Shops']",40 W Wyoming Ave,Melrose,MA,02176,(781) 620-0501,12:00 pm - 9:00 pm,
2570,The Bangkok,"['Restaurants', 'Thai Restaurants', 'Asian Restaurants']",57 W Wyoming Ave,Melrose,MA,02176,(781) 662-0888,11:00 am - 9:30 pm,3
2571,Saigon Noodle,"['Restaurants', 'Asian Restaurants']",82 Oliver St,Malden,MA,02148,(781) 397-1473,10:00 am - 10:00 pm,
2572,Bonefish Grill,"['Restaurants', 'American Restaurants', 'Seafood Restaurants']",99 3rd Ave Unit 3,Waltham,MA,02451,(781) 902-3121,11:00 am - 10:00 pm,
2573,Eddy's Diner,"['Restaurants', 'American Restaurants']",187 Beach St,Malden,MA,02148,(781) 605-3077,6:00 am - 2:30 pm,5
2574,Eighty Eight Cafe,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",358 Washington St,Winchester,MA,01890,(781) 756-1688,11:00 am - 10:00 pm,12
2575,Heritage Hall,"['Restaurants', 'Family Style Restaurants']",114 Granite Ave,Milton,MA,02186,(617) 696-3836,,72
2576,Donatello Restaurant,"['Restaurants', 'Family Style Restaurants']",19 3rd St,Malden,MA,02148,(781) 605-2791,,
2577,Rice Cube Thai Kitchen,"['Restaurants', 'Thai Restaurants', 'Take Out Restaurants']",397 Lowell St,Lexington,MA,02420,(781) 860-9088,9:00 am - 10:00 pm,12
2578,Umi Fine Japanese & Asian Cuisine,"['Restaurants', 'Japanese Restaurants', 'Chinese Restaurants']",475 Winter St,Waltham,MA,02451,(781) 890-0089,11:00 am - 10:00 pm,
2579,Sakui Restaurant,"['Restaurants', 'Japanese Restaurants', 'Asian Restaurants']",910 Main St,Winchester,MA,01890,(781) 721-4608,5:30 pm - 10:00 pm,
2580,Changhai,"['Restaurants', 'Chinese Restaurants', 'Take Out Restaurants']",321 Woburn St,Lexington,MA,02420,(781) 861-8889,4:00 pm - 9:30 pm,26
2581,Feng Shui,"['Restaurants', 'Chinese Restaurants', 'Take Out Restaurants']",444 Main St,Melrose,MA,02176,(781) 665-5300,11:30 am - 10:30 pm,15
2582,Fresh City,"['Restaurants', 'American Restaurants']",145 Rosemary St,Needham Heights,MA,02494,(781) 453-0200,,17
2583,Eldorado Seafood Inc,"['Restaurants', 'Seafood Restaurants', 'Fish & Seafood Markets']",64 Highland Ave Unit 11,Winchester,MA,01890,(781) 729-4290,8:00 am - 5:00 pm,
2584,Local Woburn,"['Restaurants', 'American Restaurants', 'Bars']",350 Cambridge Rd,Woburn,MA,01801,(781) 932-4827,11:00 am - 9:00 pm,4
2585,Bill & Bob's Roast Beef,"['Restaurants', 'Steak Houses']",325 Bennett Hwy,Malden,MA,02148,(781) 324-9784,,
2586,Spiga Ristorante,"['Restaurants', 'Italian Restaurants', 'Mediterranean Restaurants']",18 Highland Ct,Needham,MA,02492,(781) 449-5600,11:00 am - 9:30 pm,
2587,Wood & Fire,"['Restaurants', 'Pizza', 'Italian Restaurants']",35 Essex St,Melrose,MA,02176,(781) 620-0578,11:00 am - 9:00 pm,5
2588,Donimo's Place,"['Restaurants', 'Seafood Restaurants', 'Pizza']",637 Broadway,Malden,MA,02148,(781) 399-4811,11:00 am - 10:00 pm,
2589,Pearl Villa Chinese Restaurant,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",95 W Squantum St Apt 708,Quincy,MA,02171,(617) 338-8770,11:00 am - 1:00 am,
2590,Capella,"['Restaurants', 'Italian Restaurants']",45 Chapel St,Needham,MA,02492,(781) 400-5173,,
2591,Prime Roast Beef,"['Restaurants', 'Seafood Restaurants', 'Caterers']",321 Marrett Rd,Lexington,MA,02421,(781) 538-5870,11:00 am - 9:00 pm,10
2592,Ocean Cafe,"['Restaurants', 'Seafood Restaurants']",218 W Squantum St,Quincy,MA,02171,(617) 801-2121,,
2593,Shabu Restaurant,"['Restaurants', 'Japanese Restaurants', 'Family Style Restaurants']",397 Hancock St,Quincy,MA,02171,(617) 689-0288,11:00 am - 11:00 pm,12
2594,Yocha,"['Restaurants', 'Japanese Restaurants']",401 Hancock St,Quincy,MA,02171,(617) 328-8883,12:30 pm - 11:00 pm,
2595,Beni Cafe,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",405 Hancock St,Quincy,MA,02171,(617) 657-0008,11:00 am - 9:45 pm,13
2596,Saigon Corner,"['Restaurants', 'Vietnamese Restaurants', 'Delicatessens']",24 Billings Rd,Quincy,MA,02171,(617) 770-9333,10:00 am - 8:00 pm,17
2597,Taipei Cuisine,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",68 Billings Rd,Quincy,MA,02171,(617) 328-4188,11:00 am - 12:00 am,9
2598,Renaissance Cafe,"['Restaurants', 'Italian Restaurants']",45 Billings Rd,Quincy,MA,02171,(617) 471-0004,10:00 am - 10:00 pm,12
2599,Pho Linh,"['Restaurants', 'Vietnamese Restaurants', 'Health Food Restaurants']",409 Hancock St,Quincy,MA,02171,(617) 328-9600,11:00 am - 9:30 pm,12
2600,Pho Hoa Restaurant,"['Restaurants', 'Vietnamese Restaurants', 'Family Style Restaurants']",409 Hancock St,Quincy,MA,02171,(617) 328-9600,10:30 pm - 10:00 pm,
2601,East Ocean Restaurant,"['Restaurants', 'Family Style Restaurants']",21 Billings Rd,Quincy,MA,02171,(617) 481-2349,,2
2602,Grand Chinatown,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",21 Billings Rd,Quincy,MA,02171,(617) 472-6868,9:00 am - 12:30 pm,
2603,L & C Asian Restaurant,"['Restaurants', 'Asian Restaurants', 'Chinese Restaurants']",49 Billings Rd,Quincy,MA,02171,(617) 328-3288,11:30 am - 11:30 pm,18
2604,Newport Creamery,"['Restaurants', 'American Restaurants', 'Family Style Restaurants']",1077 Great Plain Ave,Needham,MA,02492,(781) 444-6997,,
2605,Assembly,"['Restaurants', 'American Restaurants', 'Bars']",425 Hancock St,Quincy,MA,02171,(617) 302-4987,11:00 am - 1:00 am,8
2606,Imperial Terrace Incorporated,"['Restaurants', 'Chinese Restaurants']",633 Quincy Shore Dr,Quincy,MA,02170,(617) 471-2255,11:30 am - 12:30 am,
2607,Beijing Chinese Dining,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",1709 Massachusetts Ave,Lexington,MA,02420,(781) 862-2100,11:30 am - 9:30 pm,6
2608,Love At First Bite,"['Restaurants', 'Thai Restaurants', 'Asian Restaurants']",1710 Massachusetts Ave,Lexington,MA,02420,(781) 862-5888,,1
2609,Lemon Grass Thai Cuisine,"['Restaurants', 'Thai Restaurants', 'Seafood Restaurants']",1710 Massachusetts Ave,Lexington,MA,02420,(781) 862-3530,11:30 am - 9:30 pm,12
2610,II Casale,"['Restaurants', 'Italian Restaurants', 'Caterers']",1727 Massachusetts Ave,Lexington,MA,02420,(781) 538-5846,5:00 pm - 9:30 pm,11
2611,Bulpan Grill & Lounge,"['Restaurants', 'Asian Restaurants', 'Korean Restaurants']",27 Waltham St,Lexington,MA,02421,(781) 863-2800,,5
2612,Blue Ribbon BBQ,"['Restaurants', 'Barbecue Restaurants']",342 Washington St,Dedham,MA,02026,(781) 312-2583,11:00 am - 9:00 pm,
2613,China Jade,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",195 Newport Ave Ste 3,Quincy,MA,02170,(617) 328-0999,11:00 am - 10:30 pm,20
2614,The Deli After Dark,"['Restaurants', 'American Restaurants', 'Caterers']",545 High St,Dedham,MA,02026,(781) 326-9863,8:00 am - 5:00 pm,15
2615,Grateful Dedham Diner,"['Restaurants', 'American Restaurants']",573 High St,Dedham,MA,02026,(781) 708-9451,7:00 am - 3:00 pm,2
2616,Mocha Java,"['Restaurants', 'Coffee & Espresso Restaurants', 'Coffee & Tea']",577 High St,Dedham,MA,02026,(781) 493-6568,6:00 am - 8:00 pm,25
2617,Caffe Tremezzo,"['Restaurants', 'Italian Restaurants']",566 High St,Dedham,MA,02026,(781) 461-8485,3:00 pm - 10:00 pm,
2618,Nanabette's Ice Cream,"['Restaurants', 'Dessert Restaurants', 'American Restaurants']",156 Main St,Woburn,MA,01801,(781) 281-0353,12:00 pm - 10:00 pm,17
2619,Oscar's,"['Restaurants', 'American Restaurants', 'Bars']",380 Washington St,Dedham,MA,02026,(781) 686-9705,12:00 pm - 12:00 am,3
2620,Boston King Coffee,"['Restaurants', 'Coffee & Espresso Restaurants', 'Breakfast, Brunch & Lunch Restaurants']",186 Cambridge Rd,Woburn,MA,01801,(781) 933-0104,7:00 am - 5:00 pm,17
2621,Pauls Cafe & Catering,"['Restaurants', 'Seafood Restaurants', 'Caterers']",840 Winter St,Waltham,MA,02451,(781) 522-2200,8:00 am - 5:00 pm,
2622,Novara,"['Restaurants', 'American Restaurants', 'Caterers']",556 Adams St,Milton,MA,02186,(617) 696-8400,12:00 pm - 10:00 pm,5
2623,Spice Thai Kitchen II,"['Restaurants', 'Thai Restaurants', 'Asian Restaurants']",454 Franklin St,Melrose,MA,02176,(781) 662-9888,11:00 am - 10:00 pm,9
2624,Thai Chili Basil,"['Restaurants', 'Thai Restaurants', 'Asian Restaurants']",454 Franklin St,Melrose,MA,02176,(781) 662-9888,11:00 am - 10:00 pm,
2625,Adega Restaurant,"['Restaurants', 'Mediterranean Restaurants', 'Family Style Restaurants']",229 Main St,Woburn,MA,01801,(781) 281-2639,11:30 am - 9:00 pm,
2626,Twirl Pasta Co,"['Restaurants', 'Italian Restaurants', 'Mediterranean Restaurants']",80 Wellesley St,Weston,MA,02493,(781) 891-0088,,
2627,Fairy Cafe,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",16 Brook St,Quincy,MA,02170,(617) 773-8880,10:30 am - 10:00 pm,7
